,customer_id,product_id,purchase_date,page_views,time_spent,category,price,ratings,total_page_views,average_time_spent,total_purchases,recency_of_purchase,average_rating_purchased,average_price_purchased,purchase_month
467,10,106,2023-09-18 00:00:00,18,147,Automotive,855,4.2,180,147.0,6,100,3.9799999999999995,519.7,9
468,55,102,2023-05-19 00:00:00,22,120,Clothing,50,3.8,220,120.0,7,222,3.8299999999999996,448.1,5
469,1,107,2023-03-05 00:00:00,25,120,Books,783,3.8,500,120.0,9,297,4.04,471.7,3
470,84,106,2023-10-02 00:00:00,24,136,Automotive,855,4.2,336,136.0,8,86,4.128571428571428,385.85714285714283,10
471,37,105,2023-07-20 00:00:00,19,86,Electronics,800,4.8,266,86.0,8,160,4.071428571428571,504.85714285714283,7
472,82,105,2023-04-30 00:00:00,30,147,Electronics,800,4.8,360,147.0,7,241,4.133333333333334,501.75,4
473,21,105,2023-11-11 00:00:00,23,114,Electronics,800,4.8,345,114.0,8,46,4.073333333333333,369.46666666666664,11
474,4,108,2023-07-21 00:00:00,15,80,Sports,727,3.6,240,80.0,6,159,4.04375,282.125,7
475,43,103,2023-08-27 00:00:00,30,89,Home & Kitchen,200,4.2,240,89.0,6,122,3.925,452.0,8
476,66,103,2023-01-13 00:00:00,18,92,Home & Kitchen,200,4.2,198,92.0,7,348,4.209090909090909,472.8181818181818,1
477,21,107,2023-06-07 00:00:00,23,114,Books,783,3.8,345,114.0,8,203,4.073333333333333,369.46666666666664,6
478,37,106,2023-03-20 00:00:00,19,86,Automotive,855,4.2,266,86.0,8,282,4.071428571428571,504.85714285714283,3
479,69,104,2023-12-27 00:00:00,17,102,Beauty,30,4.0,119,102.0,6,0,3.7142857142857144,209.28571428571428,12
480,81,101,2023-03-19 00:00:00,16,141,Electronics,500,4.5,240,141.0,9,283,3.966666666666667,396.1333333333333,3
481,48,109,2023-05-18 00:00:00,23,142,Music,379,3.1,184,142.0,8,223,3.775,381.625,5
482,11,109,2023-07-08 00:00:00,26,124,Music,379,3.1,312,124.0,5,172,3.7916666666666665,405.0,7
483,95,102,2023-03-18 00:00:00,21,142,Clothing,50,3.8,273,142.0,7,284,3.9076923076923076,393.38461538461536,3
484,92,109,2023-08-18 00:00:00,24,113,Music,379,3.1,360,113.0,8,131,3.9266666666666667,363.73333333333335,8
485,44,108,2023-06-07 00:00:00,30,85,Sports,727,3.6,390,85.0,8,203,3.8153846153846156,412.15384615384613,6
486,64,106,2023-04-20 00:00:00,19,142,Automotive,855,4.2,114,142.0,5,251,3.9499999999999997,662.8333333333334,4
487,32,108,2023-03-17 00:00:00,20,85,Sports,727,3.6,140,85.0,5,285,3.914285714285714,508.57142857142856,3
488,21,110,2023-11-12 00:00:00,23,114,Toys,29,3.5,345,114.0,8,45,4.073333333333333,369.46666666666664,11
489,71,105,2023-05-24 00:00:00,27,85,Electronics,800,4.8,270,85.0,6,217,4.39,644.3,5
490,10,101,2023-06-10 00:00:00,18,147,Electronics,500,4.5,180,147.0,6,200,3.9799999999999995,519.7,6
491,61,108,2023-09-12 00:00:00,15,117,Sports,727,3.6,135,117.0,6,106,3.7666666666666666,416.1111111111111,9
492,92,103,2023-07-28 00:00:00,24,113,Home & Kitchen,200,4.2,360,113.0,8,152,3.9266666666666667,363.73333333333335,7
493,36,104,2023-04-19 00:00:00,24,86,Beauty,30,4.0,336,86.0,7,252,3.935714285714286,435.7857142857143,4
494,84,110,2023-04-25 00:00:00,24,136,Toys,29,3.5,336,136.0,8,246,4.128571428571428,385.85714285714283,4
495,77,106,2023-01-12 00:00:00,20,132,Automotive,855,4.2,200,132.0,5,349,4.08,464.2,1
496,19,105,2023-09-29 00:00:00,22,150,Electronics,800,4.8,242,150.0,7,89,3.9454545454545453,356.45454545454544,9
497,75,101,2023-10-09 00:00:00,19,92,Electronics,500,4.5,152,92.0,5,79,4.0,440.625,10
498,99,105,2023-10-05 00:00:00,17,110,Electronics,800,4.8,153,110.0,5,83,4.1,499.22222222222223,10
499,98,106,2023-05-31 00:00:00,29,102,Automotive,855,4.2,232,102.0,5,210,4.1875,485.375,5
500,44,109,2023-09-08 00:00:00,30,85,Music,379,3.1,390,85.0,8,110,3.8153846153846156,412.15384615384613,9
501,4,102,2023-12-14 00:00:00,15,80,Clothing,50,3.8,240,80.0,6,13,4.04375,282.125,12
502,13,105,2023-04-19 00:00:00,22,134,Electronics,800,4.8,264,134.0,7,252,4.083333333333333,430.1666666666667,4
503,59,109,2023-12-14 00:00:00,24,95,Music,379,3.1,312,95.0,8,13,3.9538461538461536,431.38461538461536,12
504,2,101,2023-08-20 00:00:00,20,90,Electronics,500,4.5,160,90.0,5,129,3.9375,404.625,8
505,1,102,2023-04-18 00:00:00,25,120,Clothing,50,3.8,500,120.0,9,253,4.04,471.7,4
506,40,102,2023-04-14 00:00:00,18,131,Clothing,50,3.8,216,131.0,7,257,4.166666666666667,462.8333333333333,4
507,25,109,2023-04-10 00:00:00,16,80,Music,379,3.1,176,80.0,7,261,3.8818181818181823,315.8181818181818,4
508,59,110,2023-09-02 00:00:00,24,95,Toys,29,3.5,312,95.0,8,116,3.9538461538461536,431.38461538461536,9
509,37,105,2023-09-04 00:00:00,19,86,Electronics,800,4.8,266,86.0,8,114,4.071428571428571,504.85714285714283,9
510,100,110,2023-11-05 00:00:00,26,107,Toys,29,3.5,286,107.0,6,52,3.9545454545454546,391.09090909090907,11
511,70,101,2023-10-27 00:00:00,22,99,Electronics,500,4.5,330,99.0,8,61,3.9466666666666668,341.06666666666666,10
512,7,104,2023-12-04 00:00:00,30,108,Beauty,30,4.0,330,108.0,6,23,3.7545454545454544,374.1818181818182,12
513,4,101,2023-03-06 00:00:00,15,80,Electronics,500,4.5,240,80.0,6,296,4.04375,282.125,3
514,99,108,2023-10-10 00:00:00,17,110,Sports,727,3.6,153,110.0,5,78,4.1,499.22222222222223,10
515,41,101,2023-05-16 00:00:00,20,82,Electronics,500,4.5,180,82.0,6,225,3.7666666666666666,293.77777777777777,5
516,61,109,2023-12-05 00:00:00,15,117,Music,379,3.1,135,117.0,6,22,3.7666666666666666,416.1111111111111,12
517,34,102,2023-11-28 00:00:00,28,81,Clothing,50,3.8,364,81.0,8,29,4.023076923076923,546.0,11
518,29,103,2023-11-10 00:00:00,29,113,Home & Kitchen,200,4.2,261,113.0,7,47,3.7333333333333334,508.77777777777777,11
519,69,109,2023-07-06 00:00:00,17,102,Music,379,3.1,119,102.0,6,174,3.7142857142857144,209.28571428571428,7
520,27,106,2023-09-27 00:00:00,22,92,Automotive,855,4.2,264,92.0,9,91,3.9250000000000003,480.4166666666667,9
521,97,109,2023-08-21 00:00:00,26,87,Music,379,3.1,208,87.0,4,128,3.725,614.125,8
522,52,103,2023-10-02 00:00:00,18,93,Home & Kitchen,200,4.2,216,93.0,6,86,3.891666666666667,389.3333333333333,10
523,74,102,2023-05-26 00:00:00,15,106,Clothing,50,3.8,165,106.0,9,215,3.8363636363636364,357.0,5
524,54,104,2023-06-20 00:00:00,29,128,Beauty,30,4.0,406,128.0,7,190,4.171428571428572,385.42857142857144,6
525,70,106,2023-10-28 00:00:00,22,99,Automotive,855,4.2,330,99.0,8,60,3.9466666666666668,341.06666666666666,10
526,34,101,2023-08-15 00:00:00,28,81,Electronics,500,4.5,364,81.0,8,134,4.023076923076923,546.0,8
527,8,103,2023-07-23 00:00:00,20,104,Home & Kitchen,200,4.2,240,104.0,7,157,3.8249999999999997,313.75,7
528,95,106,2023-12-10 00:00:00,21,142,Automotive,855,4.2,273,142.0,7,17,3.9076923076923076,393.38461538461536,12
529,73,109,2023-11-23 00:00:00,15,85,Music,379,3.1,165,85.0,8,34,3.872727272727273,436.3636363636364,11
530,85,107,2023-07-26 00:00:00,25,142,Books,783,3.8,200,142.0,6,154,4.0125,562.75,7
531,8,103,2023-02-16 00:00:00,20,104,Home & Kitchen,200,4.2,240,104.0,7,314,3.8249999999999997,313.75,2
532,68,108,2023-02-24 00:00:00,26,109,Sports,727,3.6,416,109.0,9,306,3.975,538.4375,2
533,86,108,2023-06-28 00:00:00,25,136,Sports,727,3.6,175,136.0,6,182,3.685714285714286,421.57142857142856,6
534,92,102,2023-02-13 00:00:00,24,113,Clothing,50,3.8,360,113.0,8,317,3.9266666666666667,363.73333333333335,2
535,68,109,2023-03-07 00:00:00,26,109,Music,379,3.1,416,109.0,9,295,3.975,538.4375,3
536,85,105,2023-12-24 00:00:00,25,142,Electronics,800,4.8,200,142.0,6,3,4.0125,562.75,12
537,72,110,2023-09-20 00:00:00,17,116,Toys,29,3.5,204,116.0,7,98,3.783333333333333,243.58333333333334,9
538,84,104,2023-05-02 00:00:00,24,136,Beauty,30,4.0,336,136.0,8,239,4.128571428571428,385.85714285714283,5
539,96,104,2023-06-25 00:00:00,22,103,Beauty,30,4.0,110,103.0,4,185,4.1,556.8,6
540,1,103,2023-06-22 00:00:00,25,120,Home & Kitchen,200,4.2,500,120.0,9,188,4.04,471.7,6
541,6,110,2023-09-23 00:00:00,27,119,Toys,29,3.5,324,119.0,5,95,3.8166666666666664,272.75,9
542,92,101,2023-01-04 00:00:00,24,113,Electronics,500,4.5,360,113.0,8,357,3.9266666666666667,363.73333333333335,1
543,31,105,2023-05-04 00:00:00,16,92,Electronics,800,4.8,192,92.0,6,237,4.016666666666667,312.9166666666667,5
544,74,107,2023-09-02 00:00:00,15,106,Books,783,3.8,165,106.0,9,116,3.8363636363636364,357.0,9
545,84,105,2023-02-04 00:00:00,24,136,Electronics,800,4.8,336,136.0,8,326,4.128571428571428,385.85714285714283,2
546,8,104,2023-01-02 00:00:00,20,104,Beauty,30,4.0,240,104.0,7,359,3.8249999999999997,313.75,1
547,22,103,2023-10-22 00:00:00,23,130,Home & Kitchen,200,4.2,184,130.0,5,66,3.9,237.5,10
548,93,104,2023-07-26 00:00:00,24,84,Beauty,30,4.0,240,84.0,5,154,4.01,371.5,7
549,9,102,2023-12-17 00:00:00,15,98,Clothing,50,3.8,120,98.0,5,10,3.9375,511.625,12
550,44,102,2023-05-22 00:00:00,30,85,Clothing,50,3.8,390,85.0,8,219,3.8153846153846156,412.15384615384613,5
551,47,103,2023-12-09 00:00:00,18,123,Home & Kitchen,200,4.2,234,123.0,8,18,3.8307692307692305,379.61538461538464,12
552,1,108,2023-02-16 00:00:00,25,120,Sports,727,3.6,500,120.0,9,314,4.04,471.7,2
553,52,103,2023-12-10 00:00:00,18,93,Home & Kitchen,200,4.2,216,93.0,6,17,3.891666666666667,389.3333333333333,12
554,39,108,2023-10-21 00:00:00,15,130,Sports,727,3.6,120,130.0,6,67,3.95,543.375,10
555,90,101,2023-12-16 00:00:00,16,89,Electronics,500,4.5,176,89.0,6,11,3.9181818181818184,370.09090909090907,12
556,75,102,2023-08-26 00:00:00,19,92,Clothing,50,3.8,152,92.0,5,123,4.0,440.625,8
557,99,109,2023-08-23 00:00:00,17,110,Music,379,3.1,153,110.0,5,126,4.1,499.22222222222223,8
558,88,101,2023-12-13 00:00:00,23,97,Electronics,500,4.5,322,97.0,8,14,3.8214285714285716,472.64285714285717,12
559,97,106,2023-03-24 00:00:00,26,87,Automotive,855,4.2,208,87.0,4,278,3.725,614.125,3
560,84,103,2023-01-07 00:00:00,24,136,Home & Kitchen,200,4.2,336,136.0,8,354,4.128571428571428,385.85714285714283,1
561,27,109,2023-03-16 00:00:00,22,92,Music,379,3.1,264,92.0,9,286,3.9250000000000003,480.4166666666667,3
562,79,101,2023-01-02 00:00:00,23,80,Electronics,500,4.5,184,80.0,7,359,3.8875,261.625,1
563,33,105,2023-06-26 00:00:00,24,118,Electronics,800,4.8,264,118.0,7,184,3.7818181818181817,409.09090909090907,6
564,71,101,2023-12-02 00:00:00,27,85,Electronics,500,4.5,270,85.0,6,25,4.39,644.3,12
565,98,104,2023-10-03 00:00:00,29,102,Beauty,30,4.0,232,102.0,5,85,4.1875,485.375,10
566,45,109,2023-09-12 00:00:00,15,133,Music,379,3.1,105,133.0,5,106,4.228571428571429,415.57142857142856,9
567,60,102,2023-05-28 00:00:00,30,143,Clothing,50,3.8,210,143.0,6,213,4.042857142857143,426.57142857142856,5
568,58,107,2023-11-18 00:00:00,24,85,Books,783,3.8,216,85.0,5,39,3.8333333333333335,443.44444444444446,11
569,51,105,2023-08-17 00:00:00,28,98,Electronics,800,4.8,224,98.0,6,132,4.0875,447.75,8
570,46,107,2023-09-23 00:00:00,17,145,Books,783,3.8,153,145.0,6,95,3.9000000000000004,501.3333333333333,9
571,5,110,2023-08-22 00:00:00,22,110,Toys,29,3.5,242,110.0,6,127,4.109090909090909,559.7272727272727,8
572,58,107,2023-01-14 00:00:00,24,85,Books,783,3.8,216,85.0,5,347,3.8333333333333335,443.44444444444446,1
573,94,105,2023-11-23 00:00:00,18,96,Electronics,800,4.8,180,96.0,4,34,4.15,217.9,11
574,92,108,2023-09-24 00:00:00,24,113,Sports,727,3.6,360,113.0,8,94,3.9266666666666667,363.73333333333335,9
575,18,103,2023-05-02 00:00:00,19,137,Home & Kitchen,200,4.2,133,137.0,5,239,4.214285714285714,390.42857142857144,5
576,36,110,2023-10-27 00:00:00,24,86,Toys,29,3.5,336,86.0,7,61,3.935714285714286,435.7857142857143,10
577,67,109,2023-04-12 00:00:00,29,144,Music,379,3.1,261,144.0,6,259,3.811111111111111,444.1111111111111,4
578,21,101,2023-06-18 00:00:00,23,114,Electronics,500,4.5,345,114.0,8,192,4.073333333333333,369.46666666666664,6
579,46,109,2023-09-02 00:00:00,17,145,Music,379,3.1,153,145.0,6,116,3.9000000000000004,501.3333333333333,9
580,58,107,2023-09-29 00:00:00,24,85,Books,783,3.8,216,85.0,5,89,3.8333333333333335,443.44444444444446,9
581,80,103,2023-01-15 00:00:00,19,83,Home & Kitchen,200,4.2,285,83.0,7,346,4.133333333333334,347.4,1
582,37,107,2023-01-01 00:00:00,19,86,Books,783,3.8,266,86.0,8,360,4.071428571428571,504.85714285714283,1
583,63,110,2023-10-19 00:00:00,25,112,Toys,29,3.5,225,112.0,6,69,3.711111111111111,411.77777777777777,10
584,5,106,2023-04-08 00:00:00,22,110,Automotive,855,4.2,242,110.0,6,263,4.109090909090909,559.7272727272727,4
585,78,104,2023-09-20 00:00:00,21,109,Beauty,30,4.0,126,109.0,4,98,4.383333333333334,502.5,9
586,31,108,2023-03-30 00:00:00,16,92,Sports,727,3.6,192,92.0,6,272,4.016666666666667,312.9166666666667,3
587,88,109,2023-01-04 00:00:00,23,97,Music,379,3.1,322,97.0,8,357,3.8214285714285716,472.64285714285717,1
588,99,104,2023-11-21 00:00:00,17,110,Beauty,30,4.0,153,110.0,5,36,4.1,499.22222222222223,11
589,36,109,2023-04-12 00:00:00,24,86,Music,379,3.1,336,86.0,7,259,3.935714285714286,435.7857142857143,4
590,74,109,2023-12-18 00:00:00,15,106,Music,379,3.1,165,106.0,9,9,3.8363636363636364,357.0,12
591,91,110,2023-04-25 00:00:00,22,142,Toys,29,3.5,198,142.0,6,246,4.144444444444444,635.6666666666666,4
592,56,110,2023-03-09 00:00:00,15,106,Toys,29,3.5,75,106.0,4,293,4.18,341.8,3
593,27,105,2023-10-18 00:00:00,22,92,Electronics,800,4.8,264,92.0,9,70,3.9250000000000003,480.4166666666667,10
594,23,105,2023-09-27 00:00:00,27,100,Electronics,800,4.8,216,100.0,7,91,4.0125,273.5,9
595,77,102,2023-04-24 00:00:00,20,132,Clothing,50,3.8,200,132.0,5,247,4.08,464.2,4
596,80,101,2023-12-29 00:00:00,19,83,Electronics,500,4.5,285,83.0,7,-2,4.133333333333334,347.4,12
597,99,108,2023-06-18 00:00:00,17,110,Sports,727,3.6,153,110.0,5,192,4.1,499.22222222222223,6
598,91,107,2023-10-22 00:00:00,22,142,Books,783,3.8,198,142.0,6,66,4.144444444444444,635.6666666666666,10
599,52,103,2023-02-12 00:00:00,18,93,Home & Kitchen,200,4.2,216,93.0,6,318,3.891666666666667,389.3333333333333,2
600,47,102,2023-11-20 00:00:00,18,123,Clothing,50,3.8,234,123.0,8,37,3.8307692307692305,379.61538461538464,11
601,81,101,2023-10-11 00:00:00,16,141,Electronics,500,4.5,240,141.0,9,77,3.966666666666667,396.1333333333333,10
602,62,107,2023-05-24 00:00:00,30,139,Books,783,3.8,240,139.0,6,217,3.7624999999999997,548.75,5
603,61,102,2023-08-31 00:00:00,15,117,Clothing,50,3.8,135,117.0,6,118,3.7666666666666666,416.1111111111111,8
604,48,107,2023-08-23 00:00:00,23,142,Books,783,3.8,184,142.0,8,126,3.775,381.625,8
605,1,108,2023-04-14 00:00:00,25,120,Sports,727,3.6,500,120.0,9,257,4.04,471.7,4
606,11,102,2023-06-28 00:00:00,26,124,Clothing,50,3.8,312,124.0,5,182,3.7916666666666665,405.0,6
607,76,106,2023-02-14 00:00:00,20,87,Automotive,855,4.2,160,87.0,7,316,4.0625,403.25,2
608,14,103,2023-12-07 00:00:00,24,80,Home & Kitchen,200,4.2,240,80.0,6,20,3.9899999999999998,423.2,12
609,72,101,2023-02-22 00:00:00,17,116,Electronics,500,4.5,204,116.0,7,308,3.783333333333333,243.58333333333334,2
610,95,103,2023-07-23 00:00:00,21,142,Home & Kitchen,200,4.2,273,142.0,7,157,3.9076923076923076,393.38461538461536,7
611,7,107,2023-06-22 00:00:00,30,108,Books,783,3.8,330,108.0,6,188,3.7545454545454544,374.1818181818182,6
612,46,107,2023-03-23 00:00:00,17,145,Books,783,3.8,153,145.0,6,279,3.9000000000000004,501.3333333333333,3
613,31,104,2023-05-14 00:00:00,16,92,Beauty,30,4.0,192,92.0,6,227,4.016666666666667,312.9166666666667,5
614,16,106,2023-03-25 00:00:00,20,147,Automotive,855,4.2,80,147.0,4,277,4.0,541.75,3
615,42,105,2023-07-19 00:00:00,29,109,Electronics,800,4.8,290,109.0,7,161,4.21,531.6,7
616,39,108,2023-09-13 00:00:00,15,130,Sports,727,3.6,120,130.0,6,105,3.95,543.375,9
617,54,104,2023-11-21 00:00:00,29,128,Beauty,30,4.0,406,128.0,7,36,4.171428571428572,385.42857142857144,11
618,44,103,2023-04-06 00:00:00,30,85,Home & Kitchen,200,4.2,390,85.0,8,265,3.8153846153846156,412.15384615384613,4
619,83,107,2023-12-16 00:00:00,19,96,Books,783,3.8,171,96.0,6,11,3.9555555555555557,471.55555555555554,12
620,8,110,2023-04-17 00:00:00,20,104,Toys,29,3.5,240,104.0,7,254,3.8249999999999997,313.75,4
621,93,102,2023-08-31 00:00:00,24,84,Clothing,50,3.8,240,84.0,5,118,4.01,371.5,8
622,66,106,2023-04-02 00:00:00,18,92,Automotive,855,4.2,198,92.0,7,269,4.209090909090909,472.8181818181818,4
623,42,102,2023-06-10 00:00:00,29,109,Clothing,50,3.8,290,109.0,7,200,4.21,531.6,6
624,67,110,2023-07-30 00:00:00,29,144,Toys,29,3.5,261,144.0,6,150,3.811111111111111,444.1111111111111,7
625,93,104,2023-12-31 00:00:00,24,84,Beauty,30,4.0,240,84.0,5,-4,4.01,371.5,12
626,79,102,2023-05-18 00:00:00,23,80,Clothing,50,3.8,184,80.0,7,223,3.8875,261.625,5
627,92,101,2023-02-24 00:00:00,24,113,Electronics,500,4.5,360,113.0,8,306,3.9266666666666667,363.73333333333335,2
628,32,108,2023-01-26 00:00:00,20,85,Sports,727,3.6,140,85.0,5,335,3.914285714285714,508.57142857142856,1
629,94,104,2023-06-11 00:00:00,18,96,Beauty,30,4.0,180,96.0,4,199,4.15,217.9,6
630,51,110,2023-01-18 00:00:00,28,98,Toys,29,3.5,224,98.0,6,343,4.0875,447.75,1
631,47,107,2023-01-17 00:00:00,18,123,Books,783,3.8,234,123.0,8,344,3.8307692307692305,379.61538461538464,1
632,94,105,2023-02-19 00:00:00,18,96,Electronics,800,4.8,180,96.0,4,311,4.15,217.9,2
633,34,105,2023-03-04 00:00:00,28,81,Electronics,800,4.8,364,81.0,8,298,4.023076923076923,546.0,3
634,13,104,2023-11-24 00:00:00,22,134,Beauty,30,4.0,264,134.0,7,33,4.083333333333333,430.1666666666667,11
635,97,106,2023-12-17 00:00:00,26,87,Automotive,855,4.2,208,87.0,4,10,3.725,614.125,12
636,81,105,2023-03-28 00:00:00,16,141,Electronics,800,4.8,240,141.0,9,274,3.966666666666667,396.1333333333333,3
637,67,105,2023-06-15 00:00:00,29,144,Electronics,800,4.8,261,144.0,6,195,3.811111111111111,444.1111111111111,6
638,73,110,2023-09-23 00:00:00,15,85,Toys,29,3.5,165,85.0,8,95,3.872727272727273,436.3636363636364,9
639,11,101,2023-05-21 00:00:00,26,124,Electronics,500,4.5,312,124.0,5,220,3.7916666666666665,405.0,5
640,91,101,2023-03-30 00:00:00,22,142,Electronics,500,4.5,198,142.0,6,272,4.144444444444444,635.6666666666666,3
641,28,110,2023-07-04 00:00:00,22,95,Toys,29,3.5,132,95.0,4,176,3.8333333333333335,248.66666666666666,7
642,57,106,2023-03-20 00:00:00,16,110,Automotive,855,4.2,128,110.0,7,282,3.7625,506.25,3
643,66,101,2023-02-15 00:00:00,18,92,Electronics,500,4.5,198,92.0,7,315,4.209090909090909,472.8181818181818,2
644,65,107,2023-10-17 00:00:00,22,90,Books,783,3.8,154,90.0,4,71,3.5714285714285716,554.8571428571429,10
645,70,104,2023-07-10 00:00:00,22,99,Beauty,30,4.0,330,99.0,8,170,3.9466666666666668,341.06666666666666,7
646,89,109,2023-01-05 00:00:00,16,137,Music,379,3.1,176,137.0,7,356,4.245454545454546,635.8181818181819,1
647,35,110,2023-11-22 00:00:00,23,90,Toys,29,3.5,230,90.0,6,35,3.8,256.4,11
648,80,107,2023-05-06 00:00:00,19,83,Books,783,3.8,285,83.0,7,235,4.133333333333334,347.4,5
649,4,103,2023-03-18 00:00:00,15,80,Home & Kitchen,200,4.2,240,80.0,6,284,4.04375,282.125,3
650,61,102,2023-06-19 00:00:00,15,117,Clothing,50,3.8,135,117.0,6,191,3.7666666666666666,416.1111111111111,6
651,38,108,2023-09-14 00:00:00,18,118,Sports,727,3.6,180,118.0,6,104,3.62,290.8,9
652,44,108,2023-07-17 00:00:00,30,85,Sports,727,3.6,390,85.0,8,163,3.8153846153846156,412.15384615384613,7
653,84,107,2023-05-31 00:00:00,24,136,Books,783,3.8,336,136.0,8,210,4.128571428571428,385.85714285714283,5
654,89,108,2023-08-22 00:00:00,16,137,Sports,727,3.6,176,137.0,7,127,4.245454545454546,635.8181818181819,8
655,71,106,2023-12-20 00:00:00,27,85,Automotive,855,4.2,270,85.0,6,7,4.39,644.3,12
656,21,110,2023-06-27 00:00:00,23,114,Toys,29,3.5,345,114.0,8,183,4.073333333333333,369.46666666666664,6
657,7,109,2023-04-26 00:00:00,30,108,Music,379,3.1,330,108.0,6,245,3.7545454545454544,374.1818181818182,4
658,29,109,2023-11-18 00:00:00,29,113,Music,379,3.1,261,113.0,7,39,3.7333333333333334,508.77777777777777,11
659,7,102,2023-07-18 00:00:00,30,108,Clothing,50,3.8,330,108.0,6,162,3.7545454545454544,374.1818181818182,7
660,67,105,2023-05-03 00:00:00,29,144,Electronics,800,4.8,261,144.0,6,238,3.811111111111111,444.1111111111111,5
661,93,107,2023-01-17 00:00:00,24,84,Books,783,3.8,240,84.0,5,344,4.01,371.5,1
662,93,105,2023-07-19 00:00:00,24,84,Electronics,800,4.8,240,84.0,5,161,4.01,371.5,7
663,70,103,2023-10-22 00:00:00,22,99,Home & Kitchen,200,4.2,330,99.0,8,66,3.9466666666666668,341.06666666666666,10
664,74,108,2023-04-18 00:00:00,15,106,Sports,727,3.6,165,106.0,9,253,3.8363636363636364,357.0,4
665,55,109,2023-03-26 00:00:00,22,120,Music,379,3.1,220,120.0,7,276,3.8299999999999996,448.1,3
666,78,106,2023-07-30 00:00:00,21,109,Automotive,855,4.2,126,109.0,4,150,4.383333333333334,502.5,7
667,22,108,2023-04-26 00:00:00,23,130,Sports,727,3.6,184,130.0,5,245,3.9,237.5,4
668,32,110,2023-06-12 00:00:00,20,85,Toys,29,3.5,140,85.0,5,198,3.914285714285714,508.57142857142856,6
669,82,110,2023-04-24 00:00:00,30,147,Toys,29,3.5,360,147.0,7,247,4.133333333333334,501.75,4
670,36,107,2023-07-22 00:00:00,24,86,Books,783,3.8,336,86.0,7,158,3.935714285714286,435.7857142857143,7
671,9,110,2023-09-13 00:00:00,15,98,Toys,29,3.5,120,98.0,5,105,3.9375,511.625,9
672,26,110,2023-12-26 00:00:00,21,146,Toys,29,3.5,189,146.0,8,1,3.933333333333333,363.3333333333333,12
673,22,104,2023-10-24 00:00:00,23,130,Beauty,30,4.0,184,130.0,5,64,3.9,237.5,10
674,46,110,2023-02-10 00:00:00,17,145,Toys,29,3.5,153,145.0,6,320,3.9000000000000004,501.3333333333333,2
675,87,104,2023-04-05 00:00:00,30,128,Beauty,30,4.0,240,128.0,6,266,4.3125,511.25,4
676,17,108,2023-06-14 00:00:00,17,86,Sports,727,3.6,119,86.0,4,196,3.685714285714286,449.14285714285717,6
677,26,103,2023-04-09 00:00:00,21,146,Home & Kitchen,200,4.2,189,146.0,8,262,3.933333333333333,363.3333333333333,4
678,38,109,2023-03-01 00:00:00,18,118,Music,379,3.1,180,118.0,6,301,3.62,290.8,3
679,2,102,2023-03-31 00:00:00,20,90,Clothing,50,3.8,160,90.0,5,271,3.9375,404.625,3
680,6,104,2023-07-04 00:00:00,27,119,Beauty,30,4.0,324,119.0,5,176,3.8166666666666664,272.75,7
681,71,103,2023-05-08 00:00:00,27,85,Home & Kitchen,200,4.2,270,85.0,6,233,4.39,644.3,5
682,13,102,2023-10-15 00:00:00,22,134,Clothing,50,3.8,264,134.0,7,73,4.083333333333333,430.1666666666667,10
683,91,108,2023-11-01 00:00:00,22,142,Sports,727,3.6,198,142.0,6,56,4.144444444444444,635.6666666666666,11
684,75,109,2023-05-07 00:00:00,19,92,Music,379,3.1,152,92.0,5,234,4.0,440.625,5
685,55,108,2023-11-17 00:00:00,22,120,Sports,727,3.6,220,120.0,7,40,3.8299999999999996,448.1,11
686,79,106,2023-02-07 00:00:00,23,80,Automotive,855,4.2,184,80.0,7,323,3.8875,261.625,2
687,63,108,2023-06-17 00:00:00,25,112,Sports,727,3.6,225,112.0,6,193,3.711111111111111,411.77777777777777,6
688,73,108,2023-01-13 00:00:00,15,85,Sports,727,3.6,165,85.0,8,348,3.872727272727273,436.3636363636364,1
689,72,102,2023-12-07 00:00:00,17,116,Clothing,50,3.8,204,116.0,7,20,3.783333333333333,243.58333333333334,12
690,46,106,2023-11-29 00:00:00,17,145,Automotive,855,4.2,153,145.0,6,28,3.9000000000000004,501.3333333333333,11
691,6,107,2023-05-01 00:00:00,27,119,Books,783,3.8,324,119.0,5,240,3.8166666666666664,272.75,5
692,48,106,2023-11-10 00:00:00,23,142,Automotive,855,4.2,184,142.0,8,47,3.775,381.625,11
693,60,109,2023-05-30 00:00:00,30,143,Music,379,3.1,210,143.0,6,211,4.042857142857143,426.57142857142856,5
694,43,109,2023-12-31 00:00:00,30,89,Music,379,3.1,240,89.0,6,-4,3.925,452.0,12
695,68,102,2023-01-13 00:00:00,26,109,Clothing,50,3.8,416,109.0,9,348,3.975,538.4375,1
696,11,106,2023-05-26 00:00:00,26,124,Automotive,855,4.2,312,124.0,5,215,3.7916666666666665,405.0,5
697,58,103,2023-04-22 00:00:00,24,85,Home & Kitchen,200,4.2,216,85.0,5,249,3.8333333333333335,443.44444444444446,4
698,92,110,2023-06-07 00:00:00,24,113,Toys,29,3.5,360,113.0,8,203,3.9266666666666667,363.73333333333335,6
699,90,106,2023-10-21 00:00:00,16,89,Automotive,855,4.2,176,89.0,6,67,3.9181818181818184,370.09090909090907,10
700,4,102,2023-01-01 00:00:00,15,80,Clothing,50,3.8,240,80.0,6,360,4.04375,282.125,1
